Date,Open,High,Low,Close,Adj Close,Volume
2021-05-11,915.000000,925.000000,900.000000,905.000000,895.596069,2792600
2021-05-17,905.000000,915.000000,875.000000,880.000000,870.855896,9114900
2021-05-18,880.000000,895.000000,870.000000,895.000000,885.700012,3501100
2021-05-19,900.000000,920.000000,880.000000,895.000000,885.700012,4847000
2021-05-20,895.000000,935.000000,895.000000,925.000000,925.000000,7304400
2021-05-21,925.000000,940.000000,920.000000,925.000000,925.000000,3312100
2021-05-24,925.000000,935.000000,895.000000,905.000000,905.000000,1791700
2021-05-25,905.000000,935.000000,905.000000,935.000000,935.000000,2150600
2021-05-27,935.000000,960.000000,905.000000,910.000000,910.000000,11458000
2021-05-28,915.000000,925.000000,905.000000,910.000000,910.000000,6601200
2021-05-31,920.000000,920.000000,905.000000,905.000000,905.000000,1805100
2021-06-02,905.000000,925.000000,905.000000,910.000000,910.000000,4142000
2021-06-03,910.000000,925.000000,910.000000,910.000000,910.000000,7875000
2021-06-04,915.000000,935.000000,910.000000,910.000000,910.000000,3641600
2021-06-07,910.000000,950.000000,910.000000,910.000000,910.000000,29049900
2021-06-08,920.000000,975.000000,920.000000,970.000000,970.000000,167442200
2021-06-09,1000.000000,1185.000000,970.000000,1115.000000,1115.000000,436298800
2021-06-10,1130.000000,1250.000000,1125.000000,1230.000000,1230.000000,312973400
2021-06-11,1245.000000,1280.000000,1155.000000,1215.000000,1215.000000,184959000
2021-06-14,1215.000000,1255.000000,1135.000000,1160.000000,1160.000000,103192600
2021-06-15,1180.000000,1230.000000,1135.000000,1165.000000,1165.000000,161176500
2021-06-16,1175.000000,1250.000000,1170.000000,1230.000000,1230.000000,151724800
2021-06-17,1230.000000,1315.000000,1215.000000,1240.000000,1240.000000,143814200
2021-06-18,1240.000000,1270.000000,1200.000000,1245.000000,1245.000000,61945500
2021-06-21,1210.000000,1270.000000,1180.000000,1205.000000,1205.000000,85383300
2021-06-22,1215.000000,1335.000000,1205.000000,1250.000000,1250.000000,182934600
2021-06-23,1260.000000,1315.000000,1245.000000,1285.000000,1285.000000,126651000
2021-06-24,1295.000000,1305.000000,1265.000000,1265.000000,1265.000000,55613900
2021-06-25,1280.000000,1325.000000,1250.000000,1280.000000,1280.000000,64060700
2021-06-28,1280.000000,1320.000000,1240.000000,1240.000000,1240.000000,58561400
2021-06-29,1250.000000,1265.000000,1215.000000,1245.000000,1245.000000,49346500
2021-06-30,1250.000000,1285.000000,1245.000000,1250.000000,1250.000000,30297200
2021-07-01,1265.000000,1305.000000,1240.000000,1245.000000,1245.000000,51371300
2021-07-02,1250.000000,1260.000000,1230.000000,1245.000000,1245.000000,41231600
2021-07-05,1255.000000,1280.000000,1235.000000,1250.000000,1250.000000,39523800
2021-07-06,1260.000000,1375.000000,1250.000000,1345.000000,1345.000000,188505600
2021-07-07,1370.000000,1400.000000,1320.000000,1340.000000,1340.000000,115700200
2021-07-08,1350.000000,1365.000000,1320.000000,1335.000000,1335.000000,56209600
2021-07-09,1340.000000,1360.000000,1325.000000,1355.000000,1355.000000,37273300
2021-07-12,1360.000000,1405.000000,1345.000000,1365.000000,1365.000000,92253200
2021-07-13,1370.000000,1380.000000,1285.000000,1315.000000,1315.000000,83784400
2021-07-14,1315.000000,1350.000000,1230.000000,1295.000000,1295.000000,52934700
2021-07-15,1300.000000,1340.000000,1295.000000,1305.000000,1305.000000,22581500
2021-07-16,1310.000000,1335.000000,1290.000000,1290.000000,1290.000000,13792900
2021-07-19,1290.000000,1310.000000,1255.000000,1255.000000,1255.000000,14264400
2021-07-21,1255.000000,1265.000000,1230.000000,1230.000000,1230.000000,16522500
2021-07-22,1230.000000,1265.000000,1190.000000,1255.000000,1255.000000,24582600
2021-07-23,1265.000000,1270.000000,1210.000000,1240.000000,1240.000000,14460000
2021-07-26,1260.000000,1270.000000,1210.000000,1255.000000,1255.000000,10180400
2021-07-27,1265.000000,1290.000000,1240.000000,1255.000000,1255.000000,21357900
2021-07-28,1255.000000,1430.000000,1250.000000,1385.000000,1385.000000,84628600
2021-07-29,1385.000000,1425.000000,1335.000000,1380.000000,1380.000000,48500400
2021-07-30,1380.000000,1390.000000,1305.000000,1350.000000,1350.000000,26271600
2021-08-02,1360.000000,1450.000000,1335.000000,1425.000000,1425.000000,44984700
2021-08-03,1410.000000,1435.000000,1350.000000,1385.000000,1385.000000,31317400
2021-08-04,1380.000000,1395.000000,1355.000000,1375.000000,1375.000000,10647000
2021-08-05,1375.000000,1390.000000,1345.000000,1350.000000,1350.000000,11122600
2021-08-06,1350.000000,1380.000000,1345.000000,1365.000000,1365.000000,8457500
2021-08-09,1370.000000,1475.000000,1365.000000,1440.000000,1440.000000,63181200
2021-08-10,1445.000000,1470.000000,1375.000000,1440.000000,1440.000000,19312100
2021-08-12,1450.000000,1550.000000,1385.000000,1400.000000,1400.000000,39333400
2021-08-13,1405.000000,1420.000000,1375.000000,1405.000000,1405.000000,14861800
2021-08-16,1405.000000,1425.000000,1350.000000,1405.000000,1405.000000,23878400
2021-08-18,1405.000000,1405.000000,1310.000000,1310.000000,1310.000000,63633400
2021-08-19,1310.000000,1345.000000,1220.000000,1230.000000,1230.000000,32771000
2021-08-20,1230.000000,1325.000000,1230.000000,1290.000000,1290.000000,25787000
2021-08-23,1290.000000,1310.000000,1200.000000,1200.000000,1200.000000,24668700
2021-08-24,1225.000000,1330.000000,1210.000000,1295.000000,1295.000000,23666300
2021-08-25,1295.000000,1305.000000,1265.000000,1270.000000,1270.000000,26510200
2021-08-26,1270.000000,1285.000000,1240.000000,1280.000000,1280.000000,13510600
2021-08-27,1280.000000,1290.000000,1250.000000,1290.000000,1290.000000,13665700
2021-08-30,1310.000000,1350.000000,1300.000000,1330.000000,1330.000000,28046900
2021-08-31,1330.000000,1350.000000,1290.000000,1350.000000,1350.000000,21932400
2021-09-01,1350.000000,1360.000000,1285.000000,1300.000000,1300.000000,16200400
2021-09-02,1300.000000,1325.000000,1280.000000,1305.000000,1305.000000,8446800
2021-09-03,1345.000000,1350.000000,1300.000000,1350.000000,1350.000000,5809400
2021-09-06,1350.000000,1360.000000,1330.000000,1345.000000,1345.000000,12744400
2021-09-07,1350.000000,1360.000000,1340.000000,1350.000000,1350.000000,6304600
2021-09-08,1350.000000,1360.000000,1335.000000,1350.000000,1350.000000,6447900
2021-09-09,1350.000000,1405.000000,1345.000000,1360.000000,1360.000000,24722300
2021-09-10,1360.000000,1390.000000,1360.000000,1365.000000,1365.000000,2891800
2021-09-13,1365.000000,1390.000000,1340.000000,1380.000000,1380.000000,3872800
2021-09-14,1380.000000,1425.000000,1360.000000,1380.000000,1380.000000,16777200
2021-09-15,1380.000000,1415.000000,1375.000000,1385.000000,1385.000000,8638500
2021-09-16,1390.000000,1395.000000,1365.000000,1375.000000,1375.000000,6247100
2021-09-17,1370.000000,1435.000000,1370.000000,1435.000000,1435.000000,27897200
2021-09-20,1410.000000,1420.000000,1355.000000,1370.000000,1370.000000,10782300
2021-09-21,1370.000000,1410.000000,1340.000000,1385.000000,1385.000000,20247300
2021-09-22,1385.000000,1410.000000,1360.000000,1385.000000,1385.000000,7483800
2021-09-23,1385.000000,1390.000000,1345.000000,1380.000000,1380.000000,17955600
2021-09-24,1380.000000,1390.000000,1315.000000,1330.000000,1330.000000,14493500
2021-09-27,1330.000000,1395.000000,1310.000000,1395.000000,1395.000000,9785000
2021-09-28,1400.000000,1400.000000,1360.000000,1395.000000,1395.000000,12734200
2021-09-29,1395.000000,1410.000000,1375.000000,1405.000000,1405.000000,14228200
2021-09-30,1405.000000,1405.000000,1335.000000,1380.000000,1380.000000,16951400
2021-10-01,1380.000000,1380.000000,1340.000000,1340.000000,1340.000000,9935600
2021-10-04,1345.000000,1380.000000,1325.000000,1330.000000,1330.000000,6585900
2021-10-05,1325.000000,1350.000000,1315.000000,1325.000000,1325.000000,11287500
2021-10-06,1325.000000,1330.000000,1245.000000,1305.000000,1305.000000,26035100
2021-10-07,1305.000000,1305.000000,1270.000000,1295.000000,1295.000000,17525400
2021-10-08,1295.000000,1350.000000,1270.000000,1290.000000,1290.000000,12121700
2021-10-11,1280.000000,1300.000000,1260.000000,1275.000000,1275.000000,7967100
2021-10-12,1260.000000,1315.000000,1255.000000,1260.000000,1260.000000,13660000
2021-10-13,1260.000000,1270.000000,1175.000000,1175.000000,1175.000000,27191100
2021-10-14,1190.000000,1275.000000,1170.000000,1245.000000,1245.000000,19869300
2021-10-15,1245.000000,1265.000000,1220.000000,1265.000000,1265.000000,20784700
2021-10-18,1270.000000,1275.000000,1220.000000,1235.000000,1235.000000,18147800
2021-10-19,1235.000000,1245.000000,1220.000000,1220.000000,1220.000000,12935000
2021-10-21,1220.000000,1290.000000,1220.000000,1290.000000,1290.000000,39196500
2021-10-22,1290.000000,1305.000000,1230.000000,1245.000000,1245.000000,16103400
2021-10-25,1245.000000,1260.000000,1225.000000,1245.000000,1245.000000,19415700
2021-10-26,1245.000000,1270.000000,1245.000000,1260.000000,1260.000000,13304100
2021-10-27,1260.000000,1260.000000,1230.000000,1240.000000,1240.000000,6853400
2021-10-28,1240.000000,1260.000000,1180.000000,1185.000000,1185.000000,22704300
2021-10-29,1185.000000,1210.000000,1180.000000,1195.000000,1195.000000,14164400
2021-11-01,1200.000000,1220.000000,1195.000000,1205.000000,1205.000000,9877400
2021-11-02,1205.000000,1205.000000,1155.000000,1155.000000,1155.000000,14718200
2021-11-03,1155.000000,1185.000000,1145.000000,1175.000000,1175.000000,6879800
2021-11-04,1175.000000,1215.000000,1170.000000,1200.000000,1200.000000,20173800
2021-11-05,1200.000000,1210.000000,1190.000000,1195.000000,1195.000000,3324000
2021-11-08,1200.000000,1215.000000,1190.000000,1200.000000,1200.000000,8534200
2021-11-09,1200.000000,1210.000000,1190.000000,1190.000000,1190.000000,5518100
2021-11-10,1195.000000,1215.000000,1190.000000,1195.000000,1195.000000,11673600
2021-11-11,1195.000000,1230.000000,1195.000000,1205.000000,1205.000000,11774300
2021-11-12,1215.000000,1250.000000,1200.000000,1200.000000,1200.000000,15146700
2021-11-15,1210.000000,1220.000000,1200.000000,1200.000000,1200.000000,4354600
2021-11-16,1200.000000,1220.000000,1170.000000,1190.000000,1190.000000,17051500
2021-11-17,1190.000000,1205.000000,1180.000000,1180.000000,1180.000000,10774500
2021-11-18,1190.000000,1225.000000,1170.000000,1200.000000,1200.000000,18803800
2021-11-19,1220.000000,1290.000000,1200.000000,1265.000000,1265.000000,42202900
2021-11-22,1270.000000,1275.000000,1220.000000,1250.000000,1250.000000,8432500
